"razao_social";"setor";"ranking";"carteira";"score_ise_b3";"capital_humano";"governanca_corporativa_e_alta_gestao";"modelo_de_negocios_e_inovacao";"capital_social";"meio_ambiente";"cdp";"ano";"mudanca_do_clima_cdp_climate_change"
"IRANI PAPEL E EMBALAGEM S.A.";"Materiais Básicos/Embalagens";41;"Sim";75,5406383974319;0,708691077441078;0,82450913116674;0,683988095238095;0,786121031746032;0,815128968253968;NA;2022;0,714
"ITAU UNIBANCO HOLDING S.A.";"Financeiro e Outros/Intermediários Financeiros/Bancos";19;"Sim";80,153002479172;0,724873737373738;0,875591921413932;0,846394384142546;0,898320105820106;0,75;NA;2022;0,714
"ITAUSA S.A.";"Financeiro e Outros/Holdings Diversificadas";20;"Sim";79,7703402791071;0,724873737373738;0,747366316394167;0,846394384142546;0,896335978835979;0,75;NA;2022;0,82125
"JBS S.A.";"Consumo não Cíclico/Alimentos/Carnes e Derivados";48;"Não";71,8374274106323;0,611293568376975;0,821290410719558;0,701424874386034;0,668338471772046;0,761417438476608;NA;2022;0,857
"KLABIN S.A.";"Materiais Básicos/Madeira e Papel/Papel e Celulose";4;"Sim";86,0439578235774;0,68364898989899;0,807375384277558;0,962529761904762;0,817694444444444;0,891388888888889;NA;2022;1
"LIGHT S.A.";"Utilidade Pública/Energia Elétrica (Distribuição)";63;"Não*";64,7438152193382;0,6246632996633;0,819527121433502;0,691904761904762;0,706468253968254;0,613065476190476;NA;2022;0,429
"LOCAWEB SERVIÇOS DE INTERNET S.A.";"Tecnologia da Informação/Programas e Serviços";82;"Não";34,6449520072403;0,684353956228956;0,533108019572014;0,502738095238095;0,760912698412698;0,345454545454545;NA;2022;0,143
"LOJAS QUERO-QUERO S/A";"Consumo Cíclico/Comércio/Produtos Diversos";81;"Não";36,840288818133;0,64910563973064;0,613538676751992;0,347103174603175;0,519365079365079;0,490909090909091;NA;2022;0,143
"LOJAS RENNER S.A.";"Consumo Cíclico/Comércio/Tecidos, Vestuário e Calçados";3;"Sim";86,6450040245201;0,712373737373737;0,911039810632202;0,974027777777778;0,876077097505669;0,868181818181818;NA;2022;0,857
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS";"Consumo não Cíclico/Alimentos/Alimentos Diversos";29;"Sim";77,4134800011353;0,742455808080808;0,868413593753268;0,778342261904762;0,763510015117158;0,778087121212121;NA;2022;0,714
"MAGAZINE LUIZA S.A.";"Consumo Cíclico/Comércio/Eletrodomésticos";31;"Sim";76,4803321778865;0,794381313131313;0,844298706526967;0,808160714285714;0,737070105820106;0,690909090909091;NA;2022;0,714
"MARFRIG GLOBAL FOODS S.A.";"Consumo não Cíclico/Alimentos/Carnes e Derivados";27;"Sim";77,8914916722435;0,560633417508418;0,833642127799737;0,873758928571428;0,688240740740741;0,860214285714286;NA;2022;0,857
"MINERVA S.A.";"Consumo não Cíclico/Alimentos/Carnes e Derivados";58;"Sim";68,2218659252849;0,556786616161616;0,715373884329021;0,693005952380952;0,643895502645503;0,77025;NA;2022;0,714
"MOVIDA PARTICIPACOES SA";"Consumo Cíclico/Diversos/Aluguel de carros";53;"Sim";70,3593647058443;0,581024831649832;0,733771469720958;0,735297619047619;0,712013416477702;0,745454545454545;NA;2022;0,714
"MRV ENGENHARIA E PARTICIPACOES S.A.";"Consumo Cíclico/Construção Civil/Incorporações";45;"Sim";74,3316904098413;0,708087121212121;0,888666099399795;0,696770833333333;0,740831916099773;0,854545454545454;NA;2022;0,571
"NATURA &CO HOLDING S.A.";"Consumo não Cíclico/Produtos de Uso Pessoal e de Limpeza/Produtos de Uso Pessoal";24;"Sim";78,4227784734602;0,674795288187921;0,781619814812459;0,802334387323856;0,771875062435654;0,81774215564772;NA;2022;0,857
"NEOENERGIA S.A.";"Utilidade Pública/Energia Elétrica (Distribuição)";33;"Sim";76,0886746805862;0,689960035822599;0,85459230537438;0,893438309712203;0,817976548617257;0,692633306615848;NA;2022;0,857
"ODONTOPREV S.A.";"Saúde/Serv.Méd.Hospit.,Análises e Diagnósticos";72;"Não";58,3819883930003;0,57209595959596;0,650686928811929;0,747678571428572;0,678548752834467;0,710909090909091;NA;2022;0,143
"PORTO SEGURO S.A.";"Financeiro e Outros/Previdência e Seguros/Seguradoras";74;"Não";54,6653971565203;0,523695286195286;0,567349935692327;0,554811507936508;0,54597619047619;0,659090909090909;NA;2022;0,429
"RAIA DROGASIL S.A.";"Saúde/Comércio e Distribuição/Medicamentos e Outros Produtos";34;"Sim";76,0063969772966;0,761921296296296;0,804476694677102;0,789702380952381;0,778854875283446;0,711428571428571;NA;2022;0,714
"RAÍZEN S.A.";"Consumo não Cíclico/Agropecuária/Agricultura";39;"Sim";75,7562275360908;0,665130471380472;0,827784138834863;0,696455357142857;0,768219954648526;0,73078373015873;NA;2022;0,857
"Rede DOr São Luiz S.A.";"Saúde/Serv.Méd.Hospit.,Análises e Diagnósticos";50;"Sim";70,9294142780783;0,611245791245791;0,778889053585678;0,763958333333333;0,625398951247165;0,762272727272727;NA;2022;0,714
"RUMO S.A.";"Bens Industriais/Transporte/Transporte Ferroviário";43;"Sim";74,8002669574454;0,68324494949495;0,807297041977748;0,851011904761905;0,745535714285714;0,686926406926407;NA;2022;0,714
"SANTOS BRASIL PARTICIPACOES S.A.";"Bens Industriais/Transporte/Serviços de Apoio e Armazenagem";60;"Sim";66,2606386200176;0,641603535353536;0,709844621313611;0,51389880952381;0,543836805555555;0,995454545454546;NA;2022;0,571
"SENDAS DISTRIBUIDORA S.A.";"Consumo não Cíclico/Comércio e Distribuição/Alimentos";54;"Sim";70,1412915883672;0,72522095959596;0,831515399857791;0,607547619047619;0,681043083900227;0,649150432900433;NA;2022;0,714
"SIMPAR S.A.";"Financeiro e Outros/Holdings Diversificadas";65;"Sim";63,761906514268;0,540276832505781;0,711767204781761;0,650634678073997;0,62865706073576;0,678473855549963;NA;2022;0,714
"SLC AGRICOLA S.A.";"Consumo não Cíclico/Agropecuária/Agricultura";55;"Sim";69,5805901865943;0,575284090909091;0,827614786582178;0,690982142857143;0,800068027210884;0,709886363636363;NA;2022;0,571
"SUZANO S.A.";"Materiais Básicos/Madeira e Papel/Papel e Celulose";13;"Sim";81,8031814030326;0,754545454545455;0,881337181337181;0,871502976190476;0,736116780045351;0,807688492063492;NA;2022;0,857
"SYN PROP E TECH S.A.";"Financeiro e Outros/Exploração de Imóveis";78;"Não";48,6041559632441;0,240014730639731;0,538906163951454;0,588303571428571;0,542297619047619;0,577727272727273;NA;2022;0,429
"TELEFÔNICA BRASIL S.A";"Telecomunicações";2;"Sim";87,6686676765934;0,752209595959596;0,888995120720664;0,851507936507937;0,885462962962963;0,881944444444445;NA;2022;1
"TIM S.A.";"Telecomunicações";11;"Sim";82,1594463876167;0,769760101010101;0,917030227220445;0,882876984126984;0,857010582010582;0,788888888888889;NA;2022;0,714
"TRÊS TENTOS AGROINDUSTRIAL S/A";"Consumo não Cíclico/Agropecuária/Agricultura";79;"Não";45,1550014568605;0,500399831649832;0,528556473551945;0,556979166666666;0,445680272108843;0,534684343434343;NA;2022;0,143
"USINAS SID DE MINAS GERAIS S.A.-USIMINAS";"Materiais Básicos/Siderurgia e Metalurgia/Siderurgia";62;"Sim";66,0225293906398;0,722448316284977;0,806856990848222;0,65159782954427;0,773295372083068;0,578153254677852;NA;2022;0,429
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIP. S.A.";"Consumo Cíclico/Diversos/Aluguel de carros";66;"Sim";63,6447682483914;0,438190235690236;0,734375849593241;0,724880952380952;0,648148148148148;0,559090909090909;NA;2022;0,714
"VIA S.A";"Consumo Cíclico/Comércio/Eletrodomésticos";64;"Sim";64,4398655380728;0,618411195286195;0,787977550369987;0,633958333333333;0,780681216931217;0,616363636363636;NA;2022;0,429
"VIBRA ENERGIA S.A.";"Petróleo, Gás e Biocombustíveis/Exploração, Refino e Distribuição";49;"Sim";71,3257189519418;0,663110269360269;0,823506611142481;0,669503968253968;0,761529431216931;0,647892857142857;NA;2022;0,714
"WEG S.A.";"Bens Industriais/Máquinas e Equipamentos/Motores , Compressores e Outros";44;"Sim";74,7253815036726;0,554598063973064;0,832899212971677;0,77656746031746;0,732787698412698;0,872670454545455;NA;2022;0,714
"AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S/A";"Bens Industriais/Máquinas e Equipamentos/Máq. e Equip. Industriais";50;"Não";73,2609526604157;0,81489898989899;0,735880773312838;0,756160714285714;0,786772959183673;0,872943722943723;NA;2023;0,429
"AES BRASIL ENERGIA S.A.";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";18;"Sim";81,4958630101238;0,779166666666667;0,930985907591556;0,883333333333333;0,797301587301587;0,784964285714286;NA;2023;0,714
"ALIANSCE SONAE SHOPPING CENTERS S.A.";"Financeiro e Outros/Exploração de Imóveis";63;"Sim";67,9543738242625;0,47388468013468;0,791844689127298;0,774434523809524;0,720643990929705;0,745454545454545;NA;2023;0,571
"AMBEV S.A.";"Consumo não Cíclico/Bebidas/Cervejas e Refrigerantes";74;"Sim";64,0128498305583;0,713015572390573;0,814914542709193;0,57453869047619;0,597634164777022;0,711668019480519;NA;2023;0,429
"AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A";"Utilidade Pública/Água e Saneamento";6;"Sim";85,4879150838714;0,810496632996633;0,938890718782023;0,96172619047619;0,815667044595616;0,888494318181818;NA;2023;0,714
"AREZZO INDÚSTRIA E COMÉRCIO S.A.";"Consumo Cíclico/Comércio/Tecidos, Vestuário e Calçados";41;"Sim";76,5421235113135;0,704429713804714;0,797356457954284;0,877599206349207;0,63550566893424;0,863636363636364;NA;2023;0,714
"ATACADÃO S.A.";"Consumo não Cíclico/Comércio e Distribuição/Alimentos";67;"Não";66,1418942238365;0,763299663299664;0,821284173254282;0,878303571428571;0,80129724111867;0,704329004329004;NA;2023;0
"AUREN ENERGIA S.A.";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";64;"Sim";67,6974541736252;0,594023569023569;0,785131693487672;0,637767857142857;0,696864606953893;0,634059523809524;NA;2023;0,714
"AZUL S.A.";"Bens Industriais/Transporte/Transporte Aéreo";36;"Sim";78,1185646766392;0,741066919191919;0,818078363866407;0,790714285714286;0,741436130007558;0,881818181818182;NA;2023;0,714
"B3 S.A. - BRASIL, BOLSA, BALCÃO";"Financeiro e Outros/Serviços Financeiros Diversos";19;"Sim";81,4881090058626;0,661759259259259;0,854264925392643;0,868943452380952;0,82668253968254;0,963636363636364;NA;2023;0,714
"BCO BRADESCO S.A.";"Financeiro e Outros/Intermediários Financeiros/Bancos";12;"Sim";83,6687912276973;0,773705808080808;0,924461578452747;0,885155253073451;0,854623015873016;0,868181818181818;NA;2023;0,714
"BCO BRASIL S.A.";"Financeiro e Outros/Intermediários Financeiros/Bancos";16;"Sim";82,3336941458438;0,808712121212122;0,901395113793212;0,869215880796763;0,833062169312169;0,813636363636364;NA;2023;0,714
"BCO BTG PACTUAL S.A.";"Financeiro e Outros/Intermediários Financeiros/Bancos";34;"Sim";78,7195810834673;0,687847222222222;0,917097377763139;0,872699652777778;0,916530612244898;0,9;NA;2023;0,429
"BCO PAN S.A.";"Financeiro e Outros/Intermediários Financeiros/Bancos";4;"Sim";86,4276068788297;0,807575757575758;0,867874396135266;0,909489087301587;0,909444444444444;0,977272727272727;NA;2023;0,714
"BCO SANTANDER (BRASIL) S.A.";"Financeiro e Outros/Intermediários Financeiros/Bancos";14;"Sim";82,7261593197702;0,714551767676768;0,907160960014221;0,969933035714286;0,885196523053666;0,772727272727273;NA;2023;0,714
"BRASKEM S.A.";"Materiais Básicos/Químicos/Petroquímicos";32;"Não";79,4747608597311;0,736079545454546;0,869217472342472;0,854360119047619;0,818866213151927;0,775962301587302;NA;2023;0,714
"BRF S.A.";"Consumo não Cíclico/Alimentos/Carnes e Derivados";39;"Sim";76,997946103672;0,583228114478115;0,898439231863145;0,825901785714286;0,790236205593348;0,808071428571428;NA;2023;0,714
"CAMIL ALIMENTOS S.A.";"Consumo não Cíclico/Alimentos/Alimentos Diversos";72;"Sim";64,4118444936897;0,615898569023569;0,748364598364598;0,649526785714286;0,605718065003779;0,816202651515151;NA;2023;0,429
"CCR S.A.";"Bens Industriais/Transporte/Exploração de Rodovias";21;"Sim";81,4660482178115;0,712118457140646;0,894496485771627;0,951476218209769;0,869387911224286;0,79132751698905;NA;2023;0,714
"CEA MODAS S.A.";"Consumo Cíclico/Comércio/Tecidos, Vestuário e Calçados";62;"Sim";68,3841453484117;0,624526515151515;0,840349045580024;0,86468253968254;0,708126984126984;0,636363636363636;NA;2023;0,429
"CENTRAIS ELET BRAS S.A. - ELETROBRAS";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";33;"Sim";79,2148115209854;0,748322670417632;0,863174272306873;0,902930990461328;0,789583812602884;0,73487694547041;NA;2023;0,714
"CIA BRASILEIRA DE DISTRIBUICAO";"Consumo não Cíclico/Comércio e Distribuição/Alimentos";17;"Sim";81,7834490802982;0,79207702020202;0,903669458560763;0,862729166666666;0,780781840513983;0,710749458874459;NA;2023;0,857
"CIA ENERGETICA DE MINAS GERAIS - CEMIG";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";31;"Sim";79,5512398660303;0,662478956228956;0,827079846163702;0,926190476190476;0,789581065759637;0,710744047619048;NA;2023;0,857
"CIA PARANAENSE DE ENERGIA - COPEL";"Utilidade Pública/Energia Elétrica (Distribuição)";15;"Sim";82,418545235774;0,772529677984579;0,923345799172126;0,979072576975174;0,875134274213088;0,681030385801471;NA;2023;0,714
"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG";"Utilidade Pública/Água e Saneamento";61;"Sim";68,5336336878845;0,544444444444445;0,75283345881172;0,760327380952381;0,748708191609977;0,591704545454545;NA;2023;0,714
"CIA SANEAMENTO DO PARANA - SANEPAR";"Utilidade Pública/Água e Saneamento";75;"Sim";63,815175634419;0,648316498316498;0,773207774889161;0,728005952380952;0,704195247543462;0,546185064935065;NA;2023;0,429
"CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO";"Financeiro e Outros/Serviços Financeiros Diversos";40;"Sim";76,5867666840132;0,668924687477118;0,7942262840822;0,925894664519657;0,762539655889087;0,729620709072728;NA;2023;0,714
"COGNA EDUCAÇÃO S.A.";"Consumo Cíclico/Diversos/Serviços Educacionais";66;"Sim";66,1510211768429;0,617514730639731;0,741093746732334;0,731428571428571;0,631842403628118;0,818181818181818;NA;2023;0,429
"Companhia Brasileira de Alumínio";"Materiais Básicos/Mineração/Minerais Metálicos";3;"Sim";87,3094090055141;0,799694865319866;0,880013253654558;0,917678571428571;0,848293650793651;0,792884199134199;NA;2023;1
"COSAN S.A.";"Petróleo, Gás e Biocombustíveis/Exploração, Refino e Distribuição";20;"Sim";81,4661682274643;0,740337278266796;0,872654770480701;0,832296976468844;0,828249528888171;0,760097183024095;NA;2023;0,854334356519252
"CPFL ENERGIA S.A.";"Utilidade Pública/Energia Elétrica (Distribuição)";10;"Sim";84,741380782827;0,754538627591621;0,923835431515544;0,948897143481474;0,844468847549459;0,898742796831521;NA;2023;0,714
"CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";27;"Sim";80,4645208096505;0,791109006734007;0,820386863916076;0,874672619047619;0,754893235071807;0,729809523809524;NA;2023;0,857
"CYRELA BRAZIL REALTY S.A.EMPREEND E PART";"Consumo Cíclico/Construção Civil/Incorporações";81;"Não";61,0959508582016;0,655376683501684;0,786843429730258;0,674449404761905;0,663360260770975;0,742727272727273;NA;2023;0,143
"DEXCO S.A.";"Materiais Básicos/Madeira e Papel/Madeira";35;"Sim";78,5778101245622;0,738510101010101;0,859983439467135;0,938015873015873;0,732514172335601;0,731645021645022;NA;2023;0,714
"DIAGNOSTICOS DA AMERICA S.A.";"Saúde/Serv.Méd.Hospit.,Análises e Diagnósticos";84;"Não";58,3742084342887;0,636298400673401;0,804981099818056;0,48297619047619;0,554651360544218;0,594545454545454;NA;2023;0,429
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"Bens Industriais/Transporte/Exploração de Rodovias";23;"Sim";81,0847939047497;0,783350263012609;0,823307688426274;0,878060093600676;0,816406095877349;0,924051122316578;NA;2023;0,714
"EMPREENDIMENTOS PAGUE MENOS S.A.";"Saúde/Comércio e Distribuição/Medicamentos e Outros Produtos";90;"Não";51,5188273254332;0,604724326599327;0,725104859411925;0,7175;0,636300453514739;0,4075;NA;2023;0
"ENAUTA PARTICIPAÇÕES S.A.";"Petróleo, Gás e Biocombustíveis/Exploração, Refino e Distribuição";51;"Sim";72,332156062176;0,654482323232323;0,834448268767322;0,627162698412698;0,803347978080121;0,706488095238095;NA;2023;0,714
"ENEVA S.A";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";44;"Sim";75,9578212529384;0,573306928249869;0,780776013735233;0,917973591729434;0,794980622098391;0,776432119363375;NA;2023;0,714
"ENGIE BRASIL ENERGIA S.A.";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";5;"Sim";86,2606349537784;0,804671717171717;0,934992646116967;0,947023809523809;0,843640400604686;0,931309523809524;NA;2023;0,714
"EQUATORIAL ENERGIA S.A.";"Utilidade Pública/Energia Elétrica (Distribuição)";80;"Sim";61,5226945949753;0,630161518286892;0,683336853056829;0,837822259122713;0,750702808237909;0,554620430451993;NA;2023;0,429
"EZ TEC EMPREEND. E PARTICIPACOES S.A.";"Consumo Cíclico/Construção Civil/Incorporações";93;"Não";45,0691610867893;0,283808922558923;0,622538739273341;0,382544642857143;0,439035572562358;0,689545454545454;NA;2023;0,429
"FLEURY S.A.";"Saúde/Serv.Méd.Hospit.,Análises e Diagnósticos";38;"Sim";77,3842390495211;0,791477272727273;0,86912597768576;0,857589285714286;0,802679988662132;0,893181818181818;NA;2023;0,429
"GAFISA S.A.";"Consumo Cíclico/Construção Civil/Incorporações";82;"Sim";59,8332525440183;0,517483164983165;0,748620652696739;0,645059523809524;0,666960742630386;0,771818181818182;NA;2023;0,429
"GOL LINHAS AEREAS INTELIGENTES S.A.";"Bens Industriais/Transporte/Transporte Aéreo";85;"Não";56,6888261965323;0,495271464646465;0,71172095567476;0,445892857142857;0,50646164021164;0,85;NA;2023;0,571
"GRENDENE S.A.";"Consumo Cíclico/Tecidos, Vestuário e Calçados/Calçados";55;"Sim";70,7069933909737;0,658712121212121;0,751371700964092;0,897619047619048;0,582137188208617;0,923579545454545;NA;2023;0,429
"GRUPO DE MODA SOMA S.A.";"Consumo Cíclico/Comércio/Tecidos, Vestuário e Calçados";79;"Sim";61,7602735646667;0,444884259259259;0,641911447550034;0,744583333333333;0,592055555555555;0,568181818181818;NA;2023;0,714
"GUARARAPES CONFECCOES S.A.";"Consumo Cíclico/Comércio/Tecidos, Vestuário e Calçados";52;"Sim";72,2233489796976;0,718486952861953;0,762249329148106;0,898948412698413;0,653352607709751;0,586363636363636;NA;2023;0,714
"HELBOR EMPREENDIMENTOS S.A.";"Consumo Cíclico/Construção Civil/Incorporações";95;"Não";39,5149118602328;0,24743265993266;0,621595100033133;0,341830357142857;0,592093253968254;0,692727272727273;NA;2023;0
"HYPERA S.A.";"Saúde/Comércio e Distribuição/Medicamentos e Outros Produtos";56;"Sim";69,8726433945858;0,509728535353535;0,768066009364696;0,760535714285714;0,644314058956916;0,795714285714286;NA;2023;0,714
"IGUATEMI S.A.";"Financeiro e Outros/Exploração de Imóveis";69;"Sim";65,7690885800229;0,696271043771044;0,766260299684213;0,674672619047619;0,661304988662131;0,718636363636364;NA;2023;0,429
"IOCHPE MAXION S.A.";"Consumo Cíclico/Automóveis e Motocicletas";42;"Sim";76,1586546915648;0,720065235690236;0,779846825642861;0,790595238095238;0,589975907029478;0,975036075036075;NA;2023;0,714
"IRANI PAPEL E EMBALAGEM S.A.";"Materiais Básicos/Embalagens";48;"Sim";74,3284437126117;0,755345117845118;0,849146681619508;0,735029761904762;0,815856859410431;0,825049603174603;NA;2023;0,714
"ITAU UNIBANCO HOLDING S.A.";"Financeiro e Outros/Intermediários Financeiros/Bancos";24;"Sim";80,9024445539818;0,761868686868687;0,908593063790075;0,857859525754746;0,861825396825397;0,75;NA;2023;0,714
"ITAUSA S.A.";"Financeiro e Outros/Holdings Diversificadas";25;"Sim";80,5938619625153;0,761868686868687;0,782828108302088;0,857859525754746;0,861825396825397;0,75;NA;2023;0,82125
"JALLES MACHADO S.A.";"Consumo não Cíclico/ Alimentos Processados /Açucar e Alcool";91;"Não";51,2865031270889;0,674137205387205;0,781798989083995;0,829241071428571;0,661310468631897;0,9;NA;2023;0
"JSL S.A.";"Bens Industriais/Transporte/Transporte Rodoviário";73;"Sim";64,2163492797939;0,529819023569024;0,699031332998724;0,549732142857143;0,596762093726379;0,763636363636364;NA;2023;0,714
"KLABIN S.A.";"Materiais Básicos/Madeira e Papel/Papel e Celulose";8;"Sim";85,3177765715421;0,669949494949495;0,796090171905389;0,975029761904762;0,776806689342403;0,901190476190476;NA;2023;1
"LOCAWEB SERVIÇOS DE INTERNET S.A.";"Tecnologia da Informação/Programas e Serviços";92;"Não";48,982075116553;0,701273148148148;0,647145105297279;0,472440476190476;0,638836923658352;0,490909090909091;NA;2023;0,143
"LOJAS QUERO-QUERO S/A";"Consumo Cíclico/Comércio/Produtos Diversos";94;"Não";44,3229363981081;0,528087121212121;0,614974282216729;0,405753968253968;0,535742630385487;0,431818181818182;NA;2023;0,143
"LOJAS RENNER S.A.";"Consumo Cíclico/Comércio/Tecidos, Vestuário e Calçados";2;"Sim";87,8208626800889;0,760921717171717;0,945239598364598;0,979583333333333;0,86287074829932;0,863636363636364;NA;2023;0,857
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS";"Consumo não Cíclico/Alimentos/Alimentos Diversos";47;"Sim";74,3796826174841;0,732544191919192;0,880264569870548;0,824875;0,777789115646258;0,768191287878788;NA;2023;0,714
"MAGAZINE LUIZA S.A.";"Consumo Cíclico/Comércio/Eletrodomésticos";43;"Sim";76,0320024626378;0,744570707070707;0,839478735334714;0,809172619047619;0,752425359032502;0,702272727272727;NA;2023;0,714
"MARFRIG GLOBAL FOODS S.A.";"Consumo não Cíclico/Alimentos/Carnes e Derivados";29;"Sim";79,9084693522776;0,563804713804714;0,899692251186817;0,855866071428571;0,734002267573696;0,884142857142857;NA;2023;0,857
"MARISA LOJAS S.A.";"Consumo Cíclico/Comércio/Tecidos, Vestuário e Calçados";96;"Não";29,2169025996433;0,36707702020202;0,467525082606604;0,462440476190476;0,509841836734694;0,140909090909091;NA;2023;0
"MINERVA S.A.";"Consumo não Cíclico/Alimentos/Carnes e Derivados";54;"Sim";71,6869184778655;0,554267676767677;0,752195495018385;0,753794642857143;0,737064436885865;0,789892857142857;NA;2023;0,714
"MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.";"Consumo Cíclico/Construção Civil/Incorporações";76;"Sim";63,8034943744064;0,568125;0,663999815267931;0,577410714285714;0,676037769274376;0,913636363636364;NA;2023;0,429
"MOVIDA PARTICIPACOES SA";"Consumo Cíclico/Diversos/Aluguel de carros";57;"Sim";69,8363536404168;0,545281986531987;0,735892961708179;0,801964285714286;0,624860166288738;0,768181818181818;NA;2023;0,714
"MRV ENGENHARIA E PARTICIPACOES S.A.";"Consumo Cíclico/Construção Civil/Incorporações";45;"Sim";75,7901408189905;0,760044191919192;0,900138156931635;0,717217261904762;0,746736111111111;0,852272727272727;NA;2023;0,571
"NATURA &CO HOLDING S.A.";"Consumo não Cíclico/Produtos de Uso Pessoal e de Limpeza/Produtos de Uso Pessoal";13;"Sim";83,5166984803317;0,750894663608418;0,872932955998723;0,871359499686683;0,883655435475663;0,838589757959524;NA;2023;0,857
"NEOENERGIA S.A.";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";9;"Sim";84,9667138490163;0,794308268141002;0,894771674412649;0,898838711700693;0,873077127799719;0,780007048886918;NA;2023;0,857
"ODONTOPREV S.A.";"Saúde/Serv.Méd.Hospit.,Análises e Diagnósticos";87;"Não";55,0662956847759;0,686742424242424;0,644340630685739;0,773422619047619;0,644489795918367;0,779090909090909;NA;2023;0,143
"OMEGA ENERGIA S.A. (Serena)";"Utilidade Pública/Energia Elétrica (Geração e Transmissão)";60;"Sim";68,6825992318681;0,481702441077441;0,784359805351653;0,81547619047619;0,622393707482993;0,703023809523809;NA;2023;0,714
"PBG S/A";"Bens Industriais/Engenharia e Construção/Produtos para Construção";88;"Não";51,9847826180318;0,569844276094276;0,643486135945375;0,676636904761905;0,583895975056689;0,645223665223665;NA;2023;0
"PORTO SEGURO S.A.";"Financeiro e Outros/Previdência e Seguros/Seguradoras";70;"Sim";65,0192594386972;0,628829966329966;0,628552554915247;0,702384259259259;0,716934240362812;0,795454545454545;NA;2023;0,429
"RAIA DROGASIL S.A.";"Saúde/Comércio e Distribuição/Medicamentos e Outros Produtos";28;"Sim";80,1452061164552;0,757723063973064;0,850402568320367;0,878988095238095;0,829027210884354;0,778571428571428;NA;2023;0,714
"RAIZEN S.A.";"Consumo não Cíclico/Agropecuária/Agricultura";22;"Sim";81,3019760013872;0,75401936026936;0,850067183219357;0,829556547619047;0,833777777777778;0,753697691197691;NA;2023;0,857
"Rede DOr São Luiz S.A.";"Saúde/Serv.Méd.Hospit.,Análises e Diagnósticos";26;"Sim";80,4973349178092;0,704343434343434;0,866996815332413;0,923482142857143;0,727835884353741;0,893181818181818;NA;2023;0,714
"RUMO S.A.";"Bens Industriais/Transporte/Transporte Ferroviário";30;"Sim";79,8845496023032;0,742904040404041;0,870699359014576;0,866309523809524;0,759636243386243;0,83952380952381;NA;2023;0,714
"SANTOS BRASIL PARTICIPACOES S.A.";"Bens Industriais/Transporte/Serviços de Apoio e Armazenagem";58;"Sim";69,355189987721;0,704964225589226;0,75193563481607;0,62202380952381;0,625024092970522;0,886363636363636;NA;2023;0,571
"SENDAS DISTRIBUIDORA S.A.";"Consumo não Cíclico/Comércio e Distribuição/Alimentos";53;"Sim";72,2085043412036;0,69804292929293;0,88768462314658;0,672130952380952;0,717989417989418;0,642662337662338;NA;2023;0,714
"SIMPAR S.A.";"Financeiro e Outros/Holdings Diversificadas";71;"Sim";64,9357738142265;0,517661285410222;0,700993155142025;0,716365891926114;0,616148028753862;0,730879258104791;NA;2023;0,714
"SLC AGRICOLA S.A.";"Consumo não Cíclico/Agropecuária/Agricultura";37;"Sim";77,7736311030048;0,720223063973064;0,895408340652906;0,800803571428571;0,817575963718821;0,861406926406926;NA;2023;0,571
"SUZANO S.A.";"Materiais Básicos/Madeira e Papel/Papel e Celulose";7;"Sim";85,3192231362974;0,83582702020202;0,887523788610745;0,909895833333333;0,751773809523809;0,877132936507936;NA;2023;0,857
"TELEFÔNICA BRASIL S.A";"Telecomunicações";1;"Sim";89,1591016223683;0,741761363636364;0,901940062503921;0,930396825396826;0,894892290249433;0,880555555555556;NA;2023;1
"TIM S.A.";"Telecomunicações";11;"Sim";84,0720925176541;0,787941919191919;0,930657441391137;0,905734126984127;0,907380952380952;0,798611111111111;NA;2023;0,714
"TRÊS TENTOS AGROINDUSTRIAL S/A";"Consumo não Cíclico/Agropecuária/Agricultura";86;"Não";56,0031142965775;0,586500420875421;0,675036815707105;0,7740625;0,582269841269841;0,59931727994228;NA;2023;0,143
"ULTRAPAR PARTICIPACOES S.A.";"Petróleo, Gás e Biocombustíveis/Exploração, Refino e Distribuição";77;"Sim";63,4107322936391;0,620696289461604;0,826897805224867;0,60003812179686;0,626703021887041;0,616553117017361;NA;2023;0,714
